Day,Hour,GeneratorID,VariableCost,MinPowerOut,MaxPowerOut,Output,On/off,ShutDown,Startup
2,17,32,DCEP_CT13_0,40,133,0.0,-0.0,0.0,-0.0
2,17,33,FAYE_CC01_1,60,70,0.0,0.0,0.0,0.0
2,17,34,FAYE_CC01_2,60,70,0.0,0.0,0.0,0.0
2,17,35,FAYE_CC01_3,60,70,0.0,0.0,0.0,0.0
2,17,36,FAYE_CC01_4,40,49,0.0,0.0,0.0,0.0
2,17,37,HARR_UN01_0,980,980,980.0,1.0,0.0,0.0
2,17,38,LCCP_CC01_1,268,324,324.0,1.0,0.0,0.0
2,17,39,LCCP_CC01_2,60,341,341.0,1.0,0.0,0.0
2,17,40,LCCP_CC01_3,60,395,395.0,1.0,-0.0,-0.0
2,17,41,LEEC_CT07_0,48,48,0.0,-0.0,-0.0,-0.0
2,17,42,LEEC_CT08_0,48,48,0.0,-0.0,-0.0,-0.0
2,17,43,LEES_CC01_1,177,391,391.0,1.0,0.0,0.0
2,17,44,LEES_CC01_2,177,391,391.0,1.0,0.0,0.0
2,17,45,LEES_UN03_0,45,173,0.0,0.0,0.0,0.0
2,17,46,LINC_CT01_0,98,98,0.0,0.0,-0.0,-0.0
2,17,47,LINC_CT02_0,99,99,0.0,0.0,-0.0,-0.0
2,17,48,LINC_CT03_0,99,99,0.0,0.0,-0.0,-0.0
2,17,49,LINC_CT04_0,98,98,0.0,0.0,-0.0,-0.0
2,17,50,LINC_CT05_0,97,97,0.0,0.0,-0.0,-0.0
2,17,51,LINC_CT06_0,97,97,0.0,0.0,-0.0,-0.0
2,17,52,LINC_CT07_0,98,98,0.0,0.0,-0.0,-0.0
2,17,53,LINC_CT08_0,98,98,0.0,0.0,-0.0,-0.0
2,17,54,LINC_CT09_0,97,97,0.0,0.0,-0.0,-0.0
2,17,55,LINC_CT10_0,98,98,0.0,0.0,-0.0,-0.0
2,17,56,LINC_CT11_0,98,98,0.0,0.0,-0.0,-0.0
2,17,57,LINC_CT12_0,98,98,0.0,0.0,-0.0,-0.0
2,17,58,LINC_CT13_0,98,98,0.0,0.0,-0.0,-0.0
2,17,59,LINC_CT14_0,97,97,0.0,0.0,-0.0,-0.0
2,17,60,LINC_CT15_0,98,98,0.0,0.0,-0.0,-0.0
2,17,61,LINC_CT16_0,97,97,0.0,0.0,-0.0,-0.0
2,17,62,LINC_CT17_0,98,98,0.0,0.0,-0.0,-0.0
2,17,63,MARD_UN01_0,140,380,0.0,0.0,0.0,0.0
2,17,64,MARD_UN02_0,140,380,0.0,0.0,0.0,0.0
2,17,65,MARD_UN03_0,270,658,0.0,0.0,0.0,0.0
2,17,66,MARD_UN04_0,270,660,0.0,0.0,0.0,0.0
2,17,67,MAYO_UN01_1,105,373,0.0,0.0,0.0,0.0
2,17,68,MAYO_UN01_2,45,373,0.0,0.0,0.0,0.0
2,17,69,MCGU_UN01_0,1199,1199,1199.0,1.0,0.0,0.0
2,17,70,MCGU_UN02_0,1187,1187,1187.0,1.0,0.0,0.0
2,17,71,MILL_CT01_0,92,92,0.0,0.0,-0.0,-0.0
2,17,72,MILL_CT02_0,92,92,0.0,0.0,-0.0,-0.0
2,17,73,MILL_CT03_0,92,92,0.0,0.0,-0.0,-0.0
2,17,74,MILL_CT04_0,92,92,0.0,0.0,-0.0,-0.0
2,17,75,MILL_CT05_0,90,90,0.0,0.0,-0.0,-0.0
2,17,76,MILL_CT06_0,92,92,0.0,0.0,-0.0,-0.0
2,17,77,MILL_CT07_0,92,92,0.0,0.0,-0.0,-0.0
2,17,78,MILL_CT08_0,93,93,0.0,0.0,-0.0,-0.0
2,17,79,MISC_CG01_0,0,0,0.0,0.0,0.0,0.0
2,17,80,NCAP_CT01_0,56,56,0.0,0.0,-0.0,-0.0
2,17,81,NCAP_CT02_0,56,56,56.0,1.0,-0.0,1.0
2,17,82,NCAP_CT03_0,56,56,0.0,0.0,-0.0,-0.0
2,17,83,NCAP_CT04_0,56,56,0.0,0.0,-0.0,0.0
2,17,84,NCAP_CT05_0,56,56,56.0,1.0,-0.0,1.0
2,17,85,NCAP_CT06_0,56,56,56.0,1.0,-0.0,1.0
2,17,86,NCHP_CT01_0,56,56,0.0,0.0,-0.0,-0.0
2,17,87,NCHP_CT02_0,56,56,0.0,0.0,-0.0,-0.0
2,17,88,NCHP_CT03_0,56,56,0.0,0.0,-0.0,-0.0
2,17,89,NCHP_CT04_0,56,56,0.0,0.0,-0.0,-0.0
2,17,90,NCHP_CT05_0,56,56,0.0,0.0,-0.0,-0.0
2,17,91,OCON_UN01_0,865,865,865.0,1.0,0.0,0.0
2,17,92,OCON_UN02_0,872,872,872.0,1.0,0.0,0.0
2,17,93,OCON_UN03_0,881,881,881.0,1.0,0.0,0.0
2,17,94,RCKN_CT01_0,133,179,0.0,0.0,0.0,-0.0
2,17,95,RCKN_CT02_0,133,179,0.0,0.0,0.0,-0.0
2,17,96,RCKN_CT03_0,133,179,0.0,0.0,0.0,-0.0
2,17,97,RCKN_CT04_0,133,179,0.0,0.0,0.0,-0.0
2,17,98,RCKN_CT05_0,133,179,0.0,0.0,0.0,-0.0
2,17,99,RCOG_CG01_0,0,0,0.0,0.0,0.0,0.0
2,17,100,RCOP_CC04_1,169,276,276.0,1.0,0.0,0.0
2,17,101,RCOP_CC04_2,179,277,277.0,1.0,0.0,0.0
2,17,102,RCOP_CC05_1,200,340,340.0,1.0,0.0,0.0
2,17,103,RCOP_CC05_2,225,340,340.0,1.0,0.0,0.0
2,17,104,RCOP_CT01_0,100,189,0.0,0.0,0.0,0.0
2,17,105,RCOP_CT02_0,100,187,0.0,0.0,0.0,0.0
2,17,106,RCOP_CT03_0,100,185,0.0,0.0,0.0,-0.0
2,17,107,RCOP_CT04_0,100,186,0.0,0.0,0.0,-0.0
2,17,108,RCOP_CT06_0,100,187,0.0,-0.0,0.0,-0.0
2,17,109,ROBN_UN02_0,797,797,797.0,1.0,0.0,0.0
2,17,110,ROWAN_CT02_0,70,192,0.0,0.0,0.0,-0.0
2,17,111,ROXB_UN01_0,70,380,0.0,0.0,0.0,0.0
2,17,112,ROXB_UN02_0,85,673,0.0,0.0,0.0,0.0
2,17,113,ROXB_UN03_1,68,349,0.0,0.0,0.0,0.0
2,17,114,ROXB_UN03_2,68,349,0.0,0.0,0.0,0.0
2,17,115,ROXB_UN04_1,125,355,0.0,0.0,0.0,0.0
2,17,116,ROXB_UN04_2,125,356,0.0,0.0,0.0,0.0
2,17,117,SCCP_CC01_1,180,359,359.0,1.0,0.0,0.0
2,17,118,SCCP_CC01_2,96,360,360.0,1.0,0.0,0.0
2,17,119,SOCO_CC01_1,48,48,48.0,1.0,0.0,0.0
2,17,120,SOCO_CC01_2,49,48,0.0,0.0,0.0,0.0
2,17,121,SOCO_CC01_3,48,48,48.0,1.0,0.0,0.0
2,17,122,SPRT_CG01_0,0,0,0.0,0.0,0.0,0.0
2,17,123,SUTT_CT01_0,15,49,0.0,-0.0,0.0,-0.0
2,17,124,SUTT_CT02_0,15,49,0.0,-0.0,0.0,-0.0
2,17,125,SUTT_CT04_0,15,49,0.0,-0.0,0.0,-0.0
2,17,126,SUTT_CT05_0,15,49,0.0,0.0,0.0,-0.0
2,17,127,WCOP_CT10_0,70,192,0.0,-0.0,0.0,-0.0
2,17,128,WCOP_CT11_0,70,192,0.0,-0.0,0.0,-0.0
2,17,129,WCOP_CT12_0,100,193,0.0,-0.0,0.0,-0.0
2,17,130,WCOP_CT13_0,100,191,0.0,-0.0,0.0,-0.0
2,17,131,WCOP_CT14_0,100,195,0.0,-0.0,0.0,-0.0
2,17,132,WSPN_CT01_0,12,164,0.0,-0.0,0.0,-0.0
